date,amount,merchant,category,budget,month,day_of_week,week,merchant_encoded,category_encoded,cluster,anomaly,is_anomaly
2025-07-04,74.96,Nike,Shopping,300.0,7,4,27,11,4,2,1,False
2025-07-04,82.43,Gym Membership,Health,100.0,7,4,27,7,3,6,1,False
2025-07-04,41.19,Uber,Transport,150.0,7,4,27,17,5,2,1,False
2025-07-04,192.08,Whole Foods,Groceries,400.0,7,4,27,19,2,0,1,False
2025-07-04,111.6,Gym Membership,Health,100.0,7,4,27,7,3,5,1,False
2025-07-04,79.61,Delta Airlines,Transport,150.0,7,4,27,5,5,6,1,False
2025-07-04,55.86,Spotify,Entertainment,100.0,7,4,27,13,1,2,1,False
2025-07-05,168.93,McDonalds,Dining,200.0,7,5,27,9,0,5,1,False
2025-07-05,44.9,Delta Airlines,Transport,150.0,7,5,27,5,5,6,1,False
2025-07-05,58.97,AT&T,Utilities,200.0,7,5,27,1,6,6,1,False
2025-07-06,108.93,Netflix,Entertainment,100.0,7,6,27,10,1,5,1,False
2025-07-06,29.81,Trader Joes,Groceries,400.0,7,6,27,16,2,2,1,False
2025-07-06,169.18,Nike,Shopping,300.0,7,6,27,11,4,5,1,False
2025-07-06,140.41,Amazon,Shopping,300.0,7,6,27,2,4,5,1,False
2025-07-06,28.56,Spotify,Entertainment,100.0,7,6,27,13,1,2,1,False
2025-07-06,154.28,Whole Foods,Groceries,400.0,7,6,27,19,2,0,1,False
2025-07-07,113.31,Target,Shopping,300.0,7,0,28,15,4,1,1,False
2025-07-07,10.02,Starbucks,Dining,200.0,7,0,28,14,0,4,1,False
2025-07-07,192.37,AT&T,Utilities,200.0,7,0,28,1,6,3,-1,True
2025-07-07,196.32,Target,Shopping,300.0,7,0,28,15,4,1,1,False
2025-07-07,139.87,Spotify,Entertainment,100.0,7,0,28,13,1,1,1,False
2025-07-08,113.04,Chipotle,Dining,200.0,7,1,28,4,0,3,1,False
2025-07-08,57.44,Delta Airlines,Transport,150.0,7,1,28,5,5,4,1,False
2025-07-08,152.23,Nike,Shopping,300.0,7,1,28,11,4,1,1,False
2025-07-08,20.25,Chipotle,Dining,200.0,7,1,28,4,0,4,1,False
2025-07-08,48.47,Target,Shopping,300.0,7,1,28,15,4,4,1,False
2025-07-08,110.47,Chipotle,Dining,200.0,7,1,28,4,0,3,1,False
2025-07-08,126.25,Water Dept,Utilities,200.0,7,1,28,18,6,1,1,False
2025-07-08,184.12,Kroger,Groceries,400.0,7,1,28,8,2,3,1,False
2025-07-08,120.45,AMC Theaters,Entertainment,100.0,7,1,28,0,1,3,1,False
2025-07-09,107.22,Kroger,Groceries,400.0,7,2,28,8,2,4,1,False
2025-07-09,177.34,Water Dept,Utilities,200.0,7,2,28,18,6,1,1,False
2025-07-09,176.68,Shell Gas,Transport,150.0,7,2,28,12,5,1,1,False
2025-07-09,38.85,Trader Joes,Groceries,400.0,7,2,28,16,2,4,1,False
2025-07-09,145.73,Whole Foods,Groceries,400.0,7,2,28,19,2,1,1,False
2025-07-10,55.2,Trader Joes,Groceries,400.0,7,3,28,16,2,2,1,False
2025-07-10,160.02,Whole Foods,Groceries,400.0,7,3,28,19,2,0,1,False
2025-07-10,57.04,Whole Foods,Groceries,400.0,7,3,28,19,2,2,1,False
2025-07-10,160.28,Delta Airlines,Transport,150.0,7,3,28,5,5,5,1,False
2025-07-10,184.86,Whole Foods,Groceries,400.0,7,3,28,19,2,0,1,False
2025-07-11,86.73,Nike,Shopping,300.0,7,4,28,11,4,2,1,False
2025-07-11,107.41,CVS Pharmacy,Health,100.0,7,4,28,3,3,5,1,False
2025-07-11,49.97,Chipotle,Dining,200.0,7,4,28,4,0,6,1,False
2025-07-11,31.94,Kroger,Groceries,400.0,7,4,28,8,2,6,1,False
2025-07-11,93.94,Kroger,Groceries,400.0,7,4,28,8,2,5,1,False
2025-07-11,173.14,CVS Pharmacy,Health,100.0,7,4,28,3,3,5,1,False
2025-07-12,93.91,Kroger,Groceries,400.0,7,5,28,8,2,5,1,False
2025-07-12,164.8,Gym Membership,Health,100.0,7,5,28,7,3,5,1,False
2025-07-12,64.58,Chipotle,Dining,200.0,7,5,28,4,0,6,1,False
2025-07-13,39.34,Starbucks,Dining,200.0,7,6,28,14,0,2,1,False
2025-07-13,71.24,McDonalds,Dining,200.0,7,6,28,9,0,2,1,False
2025-07-13,20.75,Shell Gas,Transport,150.0,7,6,28,12,5,2,1,False
2025-07-13,98.28,Trader Joes,Groceries,400.0,7,6,28,16,2,2,1,False
2025-07-13,164.23,CVS Pharmacy,Health,100.0,7,6,28,3,3,5,1,False
2025-07-13,154.65,Starbucks,Dining,200.0,7,6,28,14,0,0,1,False
2025-07-13,129.9,Trader Joes,Groceries,400.0,7,6,28,16,2,2,1,False
2025-07-13,102.84,Trader Joes,Groceries,400.0,7,6,28,16,2,2,1,False
2025-07-14,166.63,Water Dept,Utilities,200.0,7,0,29,18,6,1,1,False
2025-07-14,102.48,Uber,Transport,150.0,7,0,29,17,5,1,1,False
2025-07-14,112.53,Duke Energy,Utilities,200.0,7,0,29,6,6,3,1,False
2025-07-14,34.21,AT&T,Utilities,200.0,7,0,29,1,6,4,1,False
2025-07-14,90.31,AMC Theaters,Entertainment,100.0,7,0,29,0,1,3,1,False
2025-07-14,36.3,AMC Theaters,Entertainment,100.0,7,0,29,0,1,4,1,False
2025-07-15,186.92,Gym Membership,Health,100.0,7,1,29,7,3,3,1,False
2025-07-15,156.83,Target,Shopping,300.0,7,1,29,15,4,1,1,False
2025-07-15,151.39,Spotify,Entertainment,100.0,7,1,29,13,1,1,1,False
2025-07-15,23.63,Spotify,Entertainment,100.0,7,1,29,13,1,4,1,False
2025-07-15,89.98,Nike,Shopping,300.0,7,1,29,11,4,4,1,False
2025-07-15,155.48,McDonalds,Dining,200.0,7,1,29,9,0,3,1,False
2025-07-15,100.74,Whole Foods,Groceries,400.0,7,1,29,19,2,1,1,False
2025-07-15,163.62,Nike,Shopping,300.0,7,1,29,11,4,1,1,False
2025-07-15,184.02,Nike,Shopping,300.0,7,1,29,11,4,1,1,False
2025-07-16,193.37,Spotify,Entertainment,100.0,7,2,29,13,1,1,1,False
2025-07-16,126.17,AT&T,Utilities,200.0,7,2,29,1,6,3,1,False
2025-07-16,105.76,CVS Pharmacy,Health,100.0,7,2,29,3,3,3,1,False
2025-07-16,199.77,Duke Energy,Utilities,200.0,7,2,29,6,6,3,1,False
2025-07-16,114.05,CVS Pharmacy,Health,100.0,7,2,29,3,3,3,1,False
2025-07-16,101.28,Shell Gas,Transport,150.0,7,2,29,12,5,1,1,False
2025-07-17,129.45,CVS Pharmacy,Health,100.0,7,3,29,3,3,5,1,False
2025-07-17,148.9,Delta Airlines,Transport,150.0,7,3,29,5,5,5,1,False
2025-07-17,8.45,Duke Energy,Utilities,200.0,7,3,29,6,6,4,1,False
2025-07-17,5.53,Starbucks,Dining,200.0,7,3,29,14,0,2,1,False
2025-07-18,14.11,Starbucks,Dining,200.0,7,4,29,14,0,2,1,False
2025-07-18,165.26,Amazon,Shopping,300.0,7,4,29,2,4,5,1,False
2025-07-18,21.37,Nike,Shopping,300.0,7,4,29,11,4,2,1,False
2025-07-18,13.2,Netflix,Entertainment,100.0,7,4,29,10,1,2,1,False
2025-07-18,193.25,Whole Foods,Groceries,400.0,7,4,29,19,2,0,1,False
2025-07-18,116.09,Starbucks,Dining,200.0,7,4,29,14,0,2,1,False
2025-07-18,181.48,Target,Shopping,300.0,7,4,29,15,4,0,1,False
2025-07-18,182.41,Gym Membership,Health,100.0,7,4,29,7,3,5,1,False
2025-07-19,189.57,Uber,Transport,150.0,7,5,29,17,5,0,1,False
2025-07-19,28.35,Trader Joes,Groceries,400.0,7,5,29,16,2,2,1,False
2025-07-19,177.33,Netflix,Entertainment,100.0,7,5,29,10,1,5,1,False
2025-07-19,6.11,CVS Pharmacy,Health,100.0,7,5,29,3,3,6,1,False
2025-07-19,184.08,Gym Membership,Health,100.0,7,5,29,7,3,5,1,False
2025-07-19,66.52,Kroger,Groceries,400.0,7,5,29,8,2,6,1,False
2025-07-19,178.86,Trader Joes,Groceries,400.0,7,5,29,16,2,0,1,False
2025-07-20,152.56,Duke Energy,Utilities,200.0,7,6,29,6,6,5,1,False
2025-07-20,154.29,Duke Energy,Utilities,200.0,7,6,29,6,6,5,1,False
2025-07-20,190.91,Kroger,Groceries,400.0,7,6,29,8,2,5,1,False
2025-07-20,168.95,Trader Joes,Groceries,400.0,7,6,29,16,2,0,1,False
2025-07-20,135.41,McDonalds,Dining,200.0,7,6,29,9,0,5,1,False
2025-07-20,88.31,Uber,Transport,150.0,7,6,29,17,5,2,1,False
2025-07-21,143.21,Duke Energy,Utilities,200.0,7,0,30,6,6,3,1,False
2025-07-21,82.97,Delta Airlines,Transport,150.0,7,0,30,5,5,4,1,False
2025-07-21,19.64,Target,Shopping,300.0,7,0,30,15,4,4,1,False
2025-07-21,118.1,Shell Gas,Transport,150.0,7,0,30,12,5,1,1,False
2025-07-21,24.9,McDonalds,Dining,200.0,7,0,30,9,0,4,1,False
2025-07-22,15.85,Gym Membership,Health,100.0,7,1,30,7,3,4,1,False
2025-07-22,96.1,Duke Energy,Utilities,200.0,7,1,30,6,6,4,1,False
2025-07-22,5.19,Target,Shopping,300.0,7,1,30,15,4,4,1,False
2025-07-22,59.81,Uber,Transport,150.0,7,1,30,17,5,4,1,False
2025-07-22,24.93,Shell Gas,Transport,150.0,7,1,30,12,5,4,1,False
2025-07-22,118.53,Whole Foods,Groceries,400.0,7,1,30,19,2,1,1,False
2025-07-22,138.22,AMC Theaters,Entertainment,100.0,7,1,30,0,1,3,1,False
2025-07-22,172.75,Uber,Transport,150.0,7,1,30,17,5,1,1,False
2025-07-22,113.11,Nike,Shopping,300.0,7,1,30,11,4,1,1,False
2025-07-22,78.67,Kroger,Groceries,400.0,7,1,30,8,2,4,1,False
2025-07-23,58.74,AT&T,Utilities,200.0,7,2,30,1,6,4,1,False
2025-07-23,162.3,AT&T,Utilities,200.0,7,2,30,1,6,3,1,False
2025-07-23,179.27,Spotify,Entertainment,100.0,7,2,30,13,1,1,1,False
2025-07-23,152.3,Trader Joes,Groceries,400.0,7,2,30,16,2,1,1,False
2025-07-24,117.52,Netflix,Entertainment,100.0,7,3,30,10,1,1,1,False
2025-07-24,135.09,Water Dept,Utilities,200.0,7,3,30,18,6,1,1,False
2025-07-24,72.5,AMC Theaters,Entertainment,100.0,7,3,30,0,1,6,1,False
2025-07-24,198.99,AT&T,Utilities,200.0,7,3,30,1,6,3,1,False
2025-07-24,132.39,Delta Airlines,Transport,150.0,7,3,30,5,5,5,1,False
2025-07-24,93.8,Target,Shopping,300.0,7,3,30,15,4,2,1,False
2025-07-24,126.82,Netflix,Entertainment,100.0,7,3,30,10,1,1,1,False
2025-07-25,142.97,Chipotle,Dining,200.0,7,4,30,4,0,5,1,False
2025-07-25,99.36,Trader Joes,Groceries,400.0,7,4,30,16,2,2,1,False
2025-07-25,134.54,Water Dept,Utilities,200.0,7,4,30,18,6,0,1,False
2025-07-25,57.27,Target,Shopping,300.0,7,4,30,15,4,2,1,False
2025-07-25,24.17,Shell Gas,Transport,150.0,7,4,30,12,5,2,1,False
2025-07-25,14.06,Trader Joes,Groceries,400.0,7,4,30,16,2,2,1,False
2025-07-25,85.44,AMC Theaters,Entertainment,100.0,7,4,30,0,1,6,1,False
2025-07-26,94.5,Netflix,Entertainment,100.0,7,5,30,10,1,2,1,False
2025-07-26,188.99,Trader Joes,Groceries,400.0,7,5,30,16,2,0,1,False
2025-07-26,72.82,Trader Joes,Groceries,400.0,7,5,30,16,2,2,1,False
2025-07-26,101.7,AMC Theaters,Entertainment,100.0,7,5,30,0,1,5,1,False
2025-07-26,183.11,Starbucks,Dining,200.0,7,5,30,14,0,0,1,False
2025-07-26,136.92,Kroger,Groceries,400.0,7,5,30,8,2,5,1,False
2025-07-27,122.69,Nike,Shopping,300.0,7,6,30,11,4,5,1,False
2025-07-27,69.53,Starbucks,Dining,200.0,7,6,30,14,0,2,1,False
2025-07-27,167.91,AT&T,Utilities,200.0,7,6,30,1,6,5,1,False
2025-07-27,33.14,Starbucks,Dining,200.0,7,6,30,14,0,2,1,False
2025-07-28,121.77,Uber,Transport,150.0,7,0,31,17,5,1,1,False
2025-07-28,119.33,Shell Gas,Transport,150.0,7,0,31,12,5,1,1,False
2025-07-28,183.12,Spotify,Entertainment,100.0,7,0,31,13,1,1,1,False
2025-07-28,139.55,Chipotle,Dining,200.0,7,0,31,4,0,3,1,False
2025-07-28,194.32,Whole Foods,Groceries,400.0,7,0,31,19,2,1,-1,True
2025-07-28,102.02,Starbucks,Dining,200.0,7,0,31,14,0,1,1,False
2025-07-28,93.75,Uber,Transport,150.0,7,0,31,17,5,1,1,False
2025-07-28,181.89,CVS Pharmacy,Health,100.0,7,0,31,3,3,3,1,False
2025-07-29,76.58,Target,Shopping,300.0,7,1,31,15,4,4,1,False
2025-07-29,159.44,Duke Energy,Utilities,200.0,7,1,31,6,6,3,1,False
2025-07-29,30.87,Target,Shopping,300.0,7,1,31,15,4,4,1,False
2025-07-29,31.09,Trader Joes,Groceries,400.0,7,1,31,16,2,4,1,False
2025-07-29,66.27,Shell Gas,Transport,150.0,7,1,31,12,5,4,1,False
2025-07-29,173.34,Kroger,Groceries,400.0,7,1,31,8,2,3,1,False
2025-07-30,11.04,Spotify,Entertainment,100.0,7,2,31,13,1,4,1,False
2025-07-30,7.81,Gym Membership,Health,100.0,7,2,31,7,3,4,1,False
2025-07-30,171.03,McDonalds,Dining,200.0,7,2,31,9,0,3,1,False
2025-07-30,93.37,Duke Energy,Utilities,200.0,7,2,31,6,6,4,1,False
2025-07-30,91.2,Spotify,Entertainment,100.0,7,2,31,13,1,1,1,False
2025-07-31,8.81,Target,Shopping,300.0,7,3,31,15,4,2,1,False
2025-07-31,19.64,Trader Joes,Groceries,400.0,7,3,31,16,2,2,1,False
2025-08-01,125.98,McDonalds,Dining,200.0,8,4,31,9,0,5,1,False
2025-08-01,28.49,CVS Pharmacy,Health,100.0,8,4,31,3,3,6,1,False
2025-08-01,12.98,CVS Pharmacy,Health,100.0,8,4,31,3,3,6,1,False
2025-08-01,93.32,Duke Energy,Utilities,200.0,8,4,31,6,6,5,1,False
2025-08-01,198.6,Target,Shopping,300.0,8,4,31,15,4,0,1,False
2025-08-01,105.8,Whole Foods,Groceries,400.0,8,4,31,19,2,2,1,False
2025-08-02,39.66,Water Dept,Utilities,200.0,8,5,31,18,6,2,1,False
2025-08-02,158.55,McDonalds,Dining,200.0,8,5,31,9,0,5,1,False
2025-08-03,9.88,Netflix,Entertainment,100.0,8,6,31,10,1,2,1,False
2025-08-03,184.35,Delta Airlines,Transport,150.0,8,6,31,5,5,5,1,False
2025-08-03,179.48,Delta Airlines,Transport,150.0,8,6,31,5,5,5,1,False
2025-08-03,196.8,Whole Foods,Groceries,400.0,8,6,31,19,2,0,-1,True
2025-08-03,111.74,AMC Theaters,Entertainment,100.0,8,6,31,0,1,5,1,False
2025-08-04,194.98,Chipotle,Dining,200.0,8,0,32,4,0,3,1,False
2025-08-04,89.48,McDonalds,Dining,200.0,8,0,32,9,0,4,1,False
2025-08-04,71.89,AMC Theaters,Entertainment,100.0,8,0,32,0,1,4,1,False
2025-08-05,67.85,Duke Energy,Utilities,200.0,8,1,32,6,6,4,1,False
2025-08-05,24.98,Gym Membership,Health,100.0,8,1,32,7,3,4,1,False
2025-08-05,102.47,Kroger,Groceries,400.0,8,1,32,8,2,4,1,False
2025-08-05,162.75,Water Dept,Utilities,200.0,8,1,32,18,6,1,1,False
2025-08-05,168.71,Kroger,Groceries,400.0,8,1,32,8,2,3,1,False
2025-08-05,27.6,AT&T,Utilities,200.0,8,1,32,1,6,4,1,False
2025-08-05,58.33,AT&T,Utilities,200.0,8,1,32,1,6,4,1,False
2025-08-06,76.75,Gym Membership,Health,100.0,8,2,32,7,3,4,1,False
2025-08-06,37.46,CVS Pharmacy,Health,100.0,8,2,32,3,3,4,1,False
2025-08-06,176.78,Nike,Shopping,300.0,8,2,32,11,4,1,1,False
2025-08-06,172.67,Whole Foods,Groceries,400.0,8,2,32,19,2,1,1,False
2025-08-06,73.86,Netflix,Entertainment,100.0,8,2,32,10,1,4,1,False
2025-08-06,178.4,Delta Airlines,Transport,150.0,8,2,32,5,5,3,1,False
2025-08-07,42.67,Chipotle,Dining,200.0,8,3,32,4,0,4,1,False
2025-08-07,165.61,McDonalds,Dining,200.0,8,3,32,9,0,5,1,False
2025-08-07,22.78,Duke Energy,Utilities,200.0,8,3,32,6,6,4,1,False
2025-08-07,137.62,Uber,Transport,150.0,8,3,32,17,5,1,1,False
2025-08-08,172.9,Duke Energy,Utilities,200.0,8,4,32,6,6,5,1,False
2025-08-08,10.56,Uber,Transport,150.0,8,4,32,17,5,2,1,False
2025-08-08,167.47,Duke Energy,Utilities,200.0,8,4,32,6,6,5,1,False
2025-08-08,20.69,Shell Gas,Transport,150.0,8,4,32,12,5,2,1,False
2025-08-08,61.33,Nike,Shopping,300.0,8,4,32,11,4,2,1,False
2025-08-09,17.78,McDonalds,Dining,200.0,8,5,32,9,0,2,1,False
2025-08-09,60.43,Whole Foods,Groceries,400.0,8,5,32,19,2,2,1,False
2025-08-09,176.68,Shell Gas,Transport,150.0,8,5,32,12,5,5,1,False
2025-08-09,71.76,Netflix,Entertainment,100.0,8,5,32,10,1,2,1,False
2025-08-09,184.95,AT&T,Utilities,200.0,8,5,32,1,6,5,1,False
2025-08-09,95.61,Target,Shopping,300.0,8,5,32,15,4,2,1,False
2025-08-09,50.9,Nike,Shopping,300.0,8,5,32,11,4,2,1,False
2025-08-10,130.52,Chipotle,Dining,200.0,8,6,32,4,0,5,1,False
2025-08-10,123.08,CVS Pharmacy,Health,100.0,8,6,32,3,3,5,1,False
2025-08-10,59.85,Amazon,Shopping,300.0,8,6,32,2,4,6,1,False
2025-08-10,66.7,Gym Membership,Health,100.0,8,6,32,7,3,6,1,False
2025-08-10,190.69,Delta Airlines,Transport,150.0,8,6,32,5,5,5,1,False
2025-08-10,146.34,Kroger,Groceries,400.0,8,6,32,8,2,5,1,False
2025-08-11,195.11,Spotify,Entertainment,100.0,8,0,33,13,1,1,1,False
2025-08-11,165.21,CVS Pharmacy,Health,100.0,8,0,33,3,3,3,1,False
2025-08-11,122.52,Duke Energy,Utilities,200.0,8,0,33,6,6,3,1,False
2025-08-11,149.79,Whole Foods,Groceries,400.0,8,0,33,19,2,1,1,False
2025-08-11,91.53,McDonalds,Dining,200.0,8,0,33,9,0,4,1,False
2025-08-11,181.06,Kroger,Groceries,400.0,8,0,33,8,2,3,1,False
2025-08-11,80.04,Delta Airlines,Transport,150.0,8,0,33,5,5,4,1,False
2025-08-11,138.44,Uber,Transport,150.0,8,0,33,17,5,1,1,False
2025-08-11,25.4,Spotify,Entertainment,100.0,8,0,33,13,1,4,1,False
2025-08-11,123.55,Nike,Shopping,300.0,8,0,33,11,4,1,1,False
2025-08-12,18.06,Water Dept,Utilities,200.0,8,1,33,18,6,4,1,False
2025-08-12,144.61,Gym Membership,Health,100.0,8,1,33,7,3,3,1,False
2025-08-12,103.22,Delta Airlines,Transport,150.0,8,1,33,5,5,4,1,False
2025-08-12,198.45,Trader Joes,Groceries,400.0,8,1,33,16,2,1,1,False
2025-08-12,29.76,Starbucks,Dining,200.0,8,1,33,14,0,4,1,False
2025-08-12,139.92,Shell Gas,Transport,150.0,8,1,33,12,5,1,1,False
2025-08-12,23.33,CVS Pharmacy,Health,100.0,8,1,33,3,3,4,1,False
2025-08-13,45.47,Delta Airlines,Transport,150.0,8,2,33,5,5,4,1,False
2025-08-13,13.19,Delta Airlines,Transport,150.0,8,2,33,5,5,4,1,False
2025-08-14,8.41,Nike,Shopping,300.0,8,3,33,11,4,4,1,False
2025-08-14,11.53,Trader Joes,Groceries,400.0,8,3,33,16,2,2,1,False
2025-08-14,115.71,Delta Airlines,Transport,150.0,8,3,33,5,5,5,1,False
2025-08-14,21.99,Gym Membership,Health,100.0,8,3,33,7,3,4,1,False
2025-08-14,130.17,CVS Pharmacy,Health,100.0,8,3,33,3,3,5,1,False
2025-08-14,30.93,Chipotle,Dining,200.0,8,3,33,4,0,4,1,False
2025-08-14,152.87,Whole Foods,Groceries,400.0,8,3,33,19,2,1,1,False
2025-08-15,98.43,Target,Shopping,300.0,8,4,33,15,4,2,1,False
2025-08-15,44.32,Uber,Transport,150.0,8,4,33,17,5,2,1,False
2025-08-15,127.8,CVS Pharmacy,Health,100.0,8,4,33,3,3,5,1,False
2025-08-15,44.96,Starbucks,Dining,200.0,8,4,33,14,0,2,1,False
2025-08-15,124.22,McDonalds,Dining,200.0,8,4,33,9,0,5,1,False
2025-08-16,71.01,Amazon,Shopping,300.0,8,5,33,2,4,5,1,False
2025-08-16,81.76,Water Dept,Utilities,200.0,8,5,33,18,6,2,1,False
2025-08-17,194.21,CVS Pharmacy,Health,100.0,8,6,33,3,3,5,1,False
2025-08-17,125.75,Netflix,Entertainment,100.0,8,6,33,10,1,5,1,False
2025-08-17,175.14,Water Dept,Utilities,200.0,8,6,33,18,6,0,1,False
2025-08-17,58.63,Duke Energy,Utilities,200.0,8,6,33,6,6,6,1,False
2025-08-17,72.39,Spotify,Entertainment,100.0,8,6,33,13,1,2,1,False
2025-08-17,138.34,AT&T,Utilities,200.0,8,6,33,1,6,5,1,False
2025-08-17,9.16,Chipotle,Dining,200.0,8,6,33,4,0,6,1,False
2025-08-18,104.11,Whole Foods,Groceries,400.0,8,0,34,19,2,1,1,False
2025-08-18,166.84,Shell Gas,Transport,150.0,8,0,34,12,5,1,1,False
2025-08-18,9.13,Amazon,Shopping,300.0,8,0,34,2,4,4,1,False
2025-08-18,23.67,Kroger,Groceries,400.0,8,0,34,8,2,4,1,False
2025-08-18,7.53,Whole Foods,Groceries,400.0,8,0,34,19,2,4,-1,True
2025-08-18,191.62,AT&T,Utilities,200.0,8,0,34,1,6,3,-1,True
2025-08-18,127.08,AT&T,Utilities,200.0,8,0,34,1,6,3,1,False
2025-08-19,48.73,Kroger,Groceries,400.0,8,1,34,8,2,4,1,False
2025-08-19,194.55,Uber,Transport,150.0,8,1,34,17,5,1,1,False
2025-08-19,177.28,Spotify,Entertainment,100.0,8,1,34,13,1,1,1,False
2025-08-19,153.18,Duke Energy,Utilities,200.0,8,1,34,6,6,3,1,False
2025-08-20,125.97,Starbucks,Dining,200.0,8,2,34,14,0,1,1,False
2025-08-20,142.29,CVS Pharmacy,Health,100.0,8,2,34,3,3,3,1,False
2025-08-20,12.74,Uber,Transport,150.0,8,2,34,17,5,2,1,False
2025-08-20,127.18,AT&T,Utilities,200.0,8,2,34,1,6,3,1,False
2025-08-20,67.59,Chipotle,Dining,200.0,8,2,34,4,0,4,1,False
2025-08-20,157.77,Spotify,Entertainment,100.0,8,2,34,13,1,1,1,False
2025-08-21,24.8,Nike,Shopping,300.0,8,3,34,11,4,2,1,False
2025-08-21,106.02,Target,Shopping,300.0,8,3,34,15,4,1,1,False
2025-08-21,16.67,CVS Pharmacy,Health,100.0,8,3,34,3,3,4,1,False
2025-08-21,111.83,Uber,Transport,150.0,8,3,34,17,5,1,1,False
2025-08-21,146.21,Duke Energy,Utilities,200.0,8,3,34,6,6,5,1,False
2025-08-21,57.25,Starbucks,Dining,200.0,8,3,34,14,0,2,1,False
2025-08-21,126.72,Duke Energy,Utilities,200.0,8,3,34,6,6,5,1,False
2025-08-21,31.34,AMC Theaters,Entertainment,100.0,8,3,34,0,1,6,1,False
2025-08-21,76.84,Nike,Shopping,300.0,8,3,34,11,4,2,1,False
2025-08-21,67.26,Nike,Shopping,300.0,8,3,34,11,4,2,1,False
2025-08-22,117.61,McDonalds,Dining,200.0,8,4,34,9,0,5,1,False
2025-08-22,135.78,CVS Pharmacy,Health,100.0,8,4,34,3,3,5,1,False
2025-08-22,42.96,Duke Energy,Utilities,200.0,8,4,34,6,6,6,1,False
2025-08-22,173.67,Nike,Shopping,300.0,8,4,34,11,4,5,1,False
2025-08-23,19.29,Delta Airlines,Transport,150.0,8,5,34,5,5,6,1,False
2025-08-23,153.43,Gym Membership,Health,100.0,8,5,34,7,3,5,1,False
2025-08-23,54.77,Chipotle,Dining,200.0,8,5,34,4,0,6,1,False
2025-08-23,8.57,Gym Membership,Health,100.0,8,5,34,7,3,2,1,False
2025-08-23,143.36,Kroger,Groceries,400.0,8,5,34,8,2,5,1,False
2025-08-24,17.64,AT&T,Utilities,200.0,8,6,34,1,6,6,1,False
2025-08-24,50.33,Trader Joes,Groceries,400.0,8,6,34,16,2,2,1,False
2025-08-24,24.04,McDonalds,Dining,200.0,8,6,34,9,0,2,1,False
2025-08-24,26.34,Starbucks,Dining,200.0,8,6,34,14,0,2,1,False
2025-08-24,177.96,Gym Membership,Health,100.0,8,6,34,7,3,5,1,False
2025-08-24,128.95,Water Dept,Utilities,200.0,8,6,34,18,6,2,1,False
2025-08-24,134.75,Spotify,Entertainment,100.0,8,6,34,13,1,5,1,False
2025-08-25,13.67,Kroger,Groceries,400.0,8,0,35,8,2,4,1,False
2025-08-25,199.24,Amazon,Shopping,300.0,8,0,35,2,4,3,-1,True
2025-08-25,175.23,Water Dept,Utilities,200.0,8,0,35,18,6,1,1,False
2025-08-25,178.43,Netflix,Entertainment,100.0,8,0,35,10,1,1,1,False
2025-08-26,165.96,Delta Airlines,Transport,150.0,8,1,35,5,5,3,1,False
2025-08-26,15.82,Netflix,Entertainment,100.0,8,1,35,10,1,4,1,False
2025-08-26,174.75,Kroger,Groceries,400.0,8,1,35,8,2,3,1,False
2025-08-26,67.68,Amazon,Shopping,300.0,8,1,35,2,4,4,1,False
2025-08-26,60.93,Kroger,Groceries,400.0,8,1,35,8,2,4,1,False
2025-08-26,87.62,Target,Shopping,300.0,8,1,35,15,4,1,1,False
2025-08-26,42.58,Netflix,Entertainment,100.0,8,1,35,10,1,4,1,False
2025-08-27,25.86,Shell Gas,Transport,150.0,8,2,35,12,5,4,1,False
2025-08-27,174.83,AMC Theaters,Entertainment,100.0,8,2,35,0,1,3,1,False
2025-08-27,183.89,Starbucks,Dining,200.0,8,2,35,14,0,1,1,False
2025-08-28,75.12,Kroger,Groceries,400.0,8,3,35,8,2,4,1,False
2025-08-28,153.95,CVS Pharmacy,Health,100.0,8,3,35,3,3,5,1,False
2025-08-28,31.77,Starbucks,Dining,200.0,8,3,35,14,0,2,1,False
2025-08-28,74.93,Trader Joes,Groceries,400.0,8,3,35,16,2,2,1,False
2025-08-28,8.22,McDonalds,Dining,200.0,8,3,35,9,0,4,1,False
2025-08-29,132.73,Amazon,Shopping,300.0,8,4,35,2,4,5,1,False
2025-08-29,122.11,Shell Gas,Transport,150.0,8,4,35,12,5,2,1,False
2025-08-29,126.59,Shell Gas,Transport,150.0,8,4,35,12,5,5,1,False
2025-08-29,179.42,Amazon,Shopping,300.0,8,4,35,2,4,5,1,False
2025-08-29,42.75,Nike,Shopping,300.0,8,4,35,11,4,2,1,False
2025-08-29,138.56,Amazon,Shopping,300.0,8,4,35,2,4,5,1,False
2025-08-30,128.69,Uber,Transport,150.0,8,5,35,17,5,2,1,False
2025-08-30,129.55,McDonalds,Dining,200.0,8,5,35,9,0,5,1,False
2025-08-30,72.18,Chipotle,Dining,200.0,8,5,35,4,0,5,1,False
2025-08-30,124.98,Delta Airlines,Transport,150.0,8,5,35,5,5,5,1,False
2025-08-30,41.29,Trader Joes,Groceries,400.0,8,5,35,16,2,2,1,False
2025-08-30,48.29,Shell Gas,Transport,150.0,8,5,35,12,5,2,1,False
2025-08-30,141.14,Spotify,Entertainment,100.0,8,5,35,13,1,5,1,False
2025-08-30,188.79,CVS Pharmacy,Health,100.0,8,5,35,3,3,5,1,False
